,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
383,Por medio de la cual se modifica el Código Penal y se dictan otras disposiciones. [Divulgación no consentida],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,"Comunicaciones, medios y tecnologías de la información",Justicia,"La presente ley tiene por objeto sancionar la divulgación por medio de redes de internet o de cualquier otro medio de difusión, contenido documental, fotográfico y/o audiovisual que comprometa la intimidad e integridad de las personas, sin su autorización.",8/26/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Richard Alfonso Aguilar Villa,ppor-medio-de-la-cual-se-modifica-el-codigo-penal-y-se-dictan-otras-disposiciones-divulgacion-no-consentida/10327
384,"Por medio del cual se reglamenta las licencias de conducción, se modifica parcialmente la Ley 769 de 2002 y se dictan otras disposiciones. [Reglamenta las licencias de conducción]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Tránsito y transporte,Administración pública,"La presente iniciativa legislativa tiene como objetivo controlar la expedición de licencias de conducción(motos), de modo tal, que exista una certeza que las personas que obtuvieron la licencia sí saben conducir motocicleta y conocen que la actividad a realizar es una actividad riesgosa. Por tal motivo, el aspirante a obtener licencia, requerirá certificación de idoneidad otorgado por el Servicio Nacional de Aprendizaje (SENA).",7/21/2020,Radicado - Gaceta: S/N,Sin anotaciones,4/13/2021,Archivado en Debate - Gaceta: S/N,Art 157 Ley 5 de 1992,Neyla Ruiz Correa,ppor-medio-del-cual-se-reglamenta-las-licencias-de-conduccion-se-modifica-parcialmente-la-ley-769-de-2002-y-se-dictan-otras-disposiciones-reglamenta-las-licencias-de-conduccion/10839
385,Por el cual se deroga la Jurisdicción Especial para la Paz y se dictan otras disposiciones. [Deroga la Jurisdicción Especial para la Paz],Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Justicia,Implementación paz,"Deroga los artículos transitorios 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 22, 23, 24, 25, 26, introducidos por el acto legislativo 01 de 2017, así como el parágrafo del artículo 122 de la Constitución Política, introducido por el Acto Legislativo 01 de 2017.",10/14/2020,Radicado - Gaceta: S/N,Sin anotaciones,12/16/2020,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Paloma Susana Valencia Laserna, Edwin Alberto Valdés Rodríguez, Margarita María Restrepo Arango, Álvaro Hernán Prada Artunduaga, Carlos Felipe Mejía Mejía, Paola Andrea Holguín Moreno, Honorio Miguel Henríquez Pinedo, Amanda Rocío González Rodríguez, Juan Fernando Espinal Ramírez, Enrique Cabrales Baquero, Jhon Jairo Berrío López, Jennifer Kristin Arias Falla, Fernando Nicolás Araújo Rumié, Milla Patricia Romero Soto",ppor-el-cual-se-deroga-la-jurisdiccion-especial-para-la-paz-y-se-dictan-otras-disposiciones-deroga-la-jurisdiccion-especial-para-la-paz/11351
386,"Por medio de la cual se crea el Banco Nacional de Tiempo y Voluntariado, se regula su funcionamiento y se establecen otras disposiciones. [Crea el Banco Nacional de Tiempo y Voluntariado]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Educación, cultura, ciencia y tecnología",Bienestar y pobreza,"Crea el Banco de tiempo y voluntariado a nivel nacional, con la finalidad de generar espacios en los cuales las organizaciones de voluntariado - ODV, las entidades de acción voluntaria - EAV, y los voluntarios informales puedan ofrecer su conocimiento, experiencia y servicios como voluntarios, y en esa medida puedan ser asignados de acuerdo a las necesidades de las organizaciones de la sociedad civil.",8/3/2021,Radicado - Gaceta: S/N,Sin anotaciones,8/19/2021,Publicación - Gaceta: 1020/21,Sin anotaciones,"Efraín José Cepeda Sarabia, Alfredo Ape Cuello Baute, Nora María García Burgos, Armando Antonio Zabaraín Darce, Soledad Tamayo Tamayo, Esperanza Andrade Serrano, José Gustavo Padilla Orozco",ppor-medio-de-la-cual-se-crea-el-banco-nacional-de-tiempo-y-voluntariado-se-regula-su-funcionamiento-y-se-establecen-otras-disposiciones-crea-el-banco-nacional-de-tiempo-y-voluntariado/11607
387,Por medio de cual se establecen las Casas de Refugio en el marco de la Ley 1257 de 2008 y se fortalece la política pública en contra de la violencia hacia las mujeres. [Crea las Casas de Refugio],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Mujer,Justicia,"La presente Ley tiene como objeto la implementación en territorio nacional de las Casas de Refugio, como medida de protección y atención integral de acuerdo a lo estipulado en el capítulo V y VI de la Ley 1257 de 2008 en aras de proteger a las mujeres víctimas de violencia en todas sus formas y tipos, y a sus hijos e hijas si los tienen.",8/26/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Ruby Helena Chagüí Spath, Juan Manuel Daza Iguarán, Fernando Nicolás Araújo Rumié",ppor-medio-de-cual-se-establecen-las-casas-de-refugio-en-el-marco-de-la-ley-1257-de-2008-y-se-fortalece-la-politica-publica-en-contra-de-la-violencia-hacia-las-mujeres-crea-las-casas-de-refugio/10328
388,"Por medio de la cual se prohíbe el uso o destinación de bienes públicos en la celebración de espectáculos taurinos en todo el territorio nacional, y se dictan otras disposiciones. [Prohíbe bienes públicos en espectáculos taurinos]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Agropecuario y agrícola,Administración pública,La presente ley tiene como objeto prohibir la utilización y/o destinación de bienes de carácter público para la realización de prácticas taurinas evitando que los recursos públicos estén dirigidos a este tipo de espectáculos; además evitando que no se utilicen bienes de interés cultural para tal fin.,10/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Carlos Germán Navas Talero, Mauricio Andrés Toro Orjuela, César Augusto Ortiz Zorro, Luvi Katherine Miranda Peña",ppor-medio-de-la-cual-se-prohibe-el-uso-o-destinacion-de-bienes-publicos-en-la-celebracion-de-espectaculos-taurinos-en-todo-el-territorio-nacional-y-se-dictan-otras-disposiciones-prohibe-bienes-publicos-en-espectaculos-taurinos/11352
389,"Por el cual se modifica el artículo 34 de la Constitución Política, permitiendo la prisión perpetua revisable para feminicidas. [Prisión perpetua revisable para feminicidas]",Jul  2021 - Jul 2022,Legislativa,Proyecto Acto Legislativo,Justicia,Mujer,"De manera excepcional, cuando un niño, niña o adolescente sea víctimas de las conductas de homicidio en modalidad dolosa, acceso carnal que implique violencia o sea puesto en incapacidad de resistir, o sea incapaz de resistir, se podrá im poner como sanción hasta la pena de prisión perpetua",8/3/2021,Radicado - Gaceta: S/N,Sin anotaciones,12/16/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Efraín José Cepeda Sarabia, Alfredo Ape Cuello Baute, Buenaventura León León, Myriam Alicia Paredes Aguirre, Nora María García Burgos, Germán Alcides Blanco Álvarez, Armando Antonio Zabaraín Darce, Juan Carlos García Gómez, Jaime Felipe Lozada Polanco, Karen Violette Cure Corcione, Eduardo Emilio Pacheco Cuello, Milla Patricia Romero Soto, María Del Rosario Guerra De La Espriella, Esperanza Andrade Serrano, Jezmi Lizeth Barraza Arraut, Felipe Andrés Muñoz Delgado, Amanda Rocío González Rodríguez",ppor-el-cual-se-modifica-el-articulo-34-de-la-constitucion-politica-permitiendo-la-prision-perpetua-revisable-para-feminicidas-prision-perpetua-revisable-para-feminicidas/11608
390,"Por medio de la cual se crean mecanismos para la defensa de los polinizadores, fomento de cría de abejas y desarrollo de la apicultura en Colombia y se dictan otras disposiciones. [Defensa de polinizadores]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Agropecuario y agrícola,"Comercio, industria y turismo","Esta iniciativa tiene como propósito esencial, la declaratoria de interés nacional de la conservación de los polinizadores, la cría de abejas y el fomento de la apicultura. Así mismo, busca establecer políticas públicas que garanticen un ambiente sano para los polinizadores, la protección de la flora apícola y consolidar al sector apícola como un componente estratégico, para la seguridad y soberanía alimentaria del país y la conservación del ecosistema.",8/10/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"John Jairo Cárdenas Morán, Harry Giovanny González García, Elbert Díaz Lozano, Jorge Eliécer Tamayo Marulanda, Alejandro Alberto Vega Pérez, Norma Hurtado Sánchez, Juan Carlos Wills Ospina, Hernando Guida Ponce",ppor-medio-de-la-cual-se-crean-mecanismos-para-la-defensa-de-los-polinizadores-fomento-de-cria-de-abejas-y-desarrollo-de-la-apicultura-en-colombia-y-se-dictan-otras-disposiciones-defensa-de-polinizadores/11864
391,"Por la cual se dictan condiciones para la educación cívica, ética y ciudadana de todos los niños, niñas y adolescentes. [Competencias ciudadanas]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,"Educación, cultura, ciencia y tecnología",Derechos Fundamentales,"El objeto de la presente Ley es generar las condiciones para la educación cívica, ética, y ciudadana de todos los niños, niñas y adolescentes del país para que se desarrollen como ciudadanos responsables y comprometidos consigo mismos, con los demás y con la construcción de una sociedad más equitativa para todos.",8/26/2019,Radicado - Gaceta: S/N,Sin anotaciones,12/2/2019,Publicada Ponencia Segundo Debate - Gaceta: 1170/19,Segundo debate,"Álvaro Uribe Velez, Honorio Miguel Henríquez Pinedo, Juan Manuel Daza Iguarán, Fernando Nicolás Araújo Rumié, Ruby Helena Chagüí Spath",ppor-la-cual-se-dictan-condiciones-para-la-educacion-civica-etica-y-ciudadana-de-todos-los-ninos-ninas-y-adolescentes-competencias-ciudadanas/10329
392,"Por la cual se adoptan medidas para garantizar el acceso a información oportuna, clara, veraz y suficiente sobre los sistemas de producción de huevo y se dictan otras disposiciones. [Información sobre sistemas de producción de huevo]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Agropecuario y agrícola,Asuntos administrativos,"El objetivo del presente proyecto de ley es garantizar el acceso a información oportuna, clara, veraz y suficiente sobre los sistemas de producción de huevo, con el objetivo de permitir a los consumidores tomar decisiones bien fundadas.",7/21/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Nicolás Albeiro Echeverry Alvarán, Andrés Cristo Bustos, Alejandro Carlos Chacón Camargo, Temístocles Ortega Narváez, Ciro Fernández Núñez, Jairo Humberto Cristo Correa, Antonio Eresmid Sanguino Páez, Luis Iván Marulanda Gómez, Jorge Eduardo Londoño Ulloa, Juan Luis Castro Córdoba",ppor-la-cual-se-adoptan-medidas-para-garantizar-el-acceso-a-informacion-oportuna-clara-veraz-y-suficiente-sobre-los-sistemas-de-produccion-de-huevo-y-se-dictan-otras-disposiciones-informacion-sobre-sistemas-de-produccion-de-huevo/10841
393,Por medio del cual se adiciona el Régimen de Pensión a la Vejez por Exposición a Alto Riesgo a que se refiere la Ley 860 de 2003 para trabajadoras y trabajadores operativos en la Unidad Nacional de Protección y se dictan otras disposiciones. [Pensión de vejez por exposición a alto riesgo en la Unidad Nacional de Protección],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Seguridad Social y salud,Laboral,"Reconoce la exposición de alto riesgo que supone el ejercicio de las labores de protección y evaluación de riesgo por parte del personal operativo de la Unidad Nacional de Protección, en adelante UNP, cualquiera que sea la modalidad de su vinculación, y lo que estas circunstancias repercuten en la disminución de su expectativa de vida saludable, no sólo física sino emocional. En el ejercicio de las funciones la persona se expone a diferentes tipos de riesgos, bien sea por extensión de sus protegidos, riesgos laborales, riesgos de contexto, etc., pues constantemente deben estar exponiéndose a escenarios peligrosos que ponen en riesgo su vida, salud e integridad física y mental.",10/27/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/15/2021,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Edwing Fabián Díaz Plata, Aída Yolanda Avella Esquivel, Alexánder López Maya, Iván Cepeda Castro, Jesús Alberto Castilla Salazar, Wilson Neber Arias Castillo, Israel Alberto Zúñiga Iriarte, Pablo Catatumbo Torres Victoria, Victoria Sandino Simanca Herrera, Omar De Jesús Olmedo Restrepo Correa, Sandra Ramírez Lobo Silva, Julián Gallo Cubillos, Carlos Alberto Sergio Carreño Marín, Jairo Reinaldo Cala Suárez, Luis Alberto Albán Urbano",ppor-medio-del-cual-se-adiciona-el-regimen-de-pension-a-la-vejez-por-exposicion-a-alto-riesgo-a-que-se-refiere-la-ley-860-de-2003-para-trabajadoras-y-trabajadores-operativos-en-la-unidad-nacional-de-proteccion-y-se-dictan-otras-disposiciones-pension-de-vejez-por-exposicion-a-alto-riesgo-en-la-unidad-nacional-de-proteccion/11353
394,Ley mediante la cual se establecen disposiciones para prevenir los efectos de la obsolescencia programada de dispositivos electrónicos de consumo masivo en Colombia. [Obsolescencia electrónica],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,"Comercio, industria y turismo","Comunicaciones, medios y tecnologías de la información",Mediante la presente ley se establecen disposiciones que protegen a los consumidores y al erario frente a los efectos de la obsolescencia programada de dispositivos electrónicos.,8/26/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/3/2020,Retirado por el Autor - Gaceta: 633/20,Art 155 Ley 5 de 1992,"Rodrigo Villalba Mosquera, Alejandro Alberto Vega Pérez, Horacio José Serpa Moncada, Rodrigo Arturo Rojas Lara, Juan Fernando Reyes Kuri, Miguel Ángel Pinto Hernández, Julián Peinado Ramírez, Víctor Manuel Ortiz Joya, Elizabeth Jaypang Díaz, Harry Giovanny González García, Mauricio Gómez Amín, Lidio Arturo García Turbay, Laura Ester Fortich Sánchez, Jaime Enrique Durán Barrera, Andrés Cristo Bustos, José Luis Correa López, Alejandro Carlos Chacón Camargo, Mario Alberto Castaño Pérez, Silvio José Carrasquilla Torres, Andrés David Calle Aguas, Jezmi Lizeth Barraza Arraut, Carlos Adolfo Ardila Espinosa, Fabio Raúl Amín Saleme",pley-mediante-la-cual-se-establecen-disposiciones-para-prevenir-los-efectos-de-la-obsolescencia-programada-de-dispositivos-electronicos-de-consumo-masivo-en-colombia-obsolescencia-electronica/10330
395,"Por medio de la cual se expiden lineamientos en torno a la seguridad digital, se modifica la Ley 599 de 2000, y se dictan otras disposiciones. [Cibercrimen]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Justicia,"Comunicaciones, medios y tecnologías de la información","La presente Ley tiene por objeto clasificar y tipificar nuevas acciones criminales ejecutadas en el ciberespacio como delitos cibernéticos que afectan a los niños, niñas y adolescentes y a la población en general, y determinar aquellas acciones dirigidas a prevenir estos delitos.",10/28/2020,Radicado - Gaceta: S/N,Sin anotaciones,4/21/2021,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Manuel Antonio Virgüez Piraquive, Aydeé Lizarazo Cubillos, Irma Luz Herrera Rodríguez, Carlos Eduardo Guevara Villabón",ppor-medio-de-la-cual-se-expiden-lineamientos-en-torno-a-la-seguridad-digital-se-modifica-la-ley-599-de-2000-y-se-dictan-otras-disposiciones-cibercrimen/11354
396,Por la cual se crea la prima de antigüedad para los miembros del nivel ejecutivo de la Policía Nacional y se dictan otras disposiciones. [Prima de antigüedad en la Policía],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Economía,"Tiene por objeto crear la prima de antigüedad para los miembros del nivel ejecutivo de la Policía Nacional con el propósito de incentivar a los uniformados que cumplan el tiempo de servicio necesario para acceder a la asignación de retiro tras solicitud propia, a seguir vinculados a la Institución.",10/11/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Nicolás Pérez Vásquez,ppor-la-cual-se-crea-la-prima-de-antiguedad-para-los-miembros-del-nivel-ejecutivo-de-la-policia-nacional-y-se-dictan-otras-disposiciones-prima-de-antiguedad-en-la-policia/11866
397,Por medio de la cual se adoptan medidas tenientes a fortalecer la capacidad institucional y operativa de la Unidad Administrativa Especial de Aeronáutica Civil (UAEAC) y se dictan otras disposiciones. [Fortalece la UAEAC],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Tránsito y transporte,Administración pública,"La presente ley tiene por objeto adoptar medidas tendientes a fortalecer la capacidad institucional y operativa de la Unidad Administrativa Especial de Aeronáutica Civil (UAEAC) a partir de la definición del alcance de sus competencias en aquellos asuntos relacionados con la prestación del servicio de transporte aéreo, del alcance normativo de los Reglamentos Aeronáuticos y la prohibición de establecer restricciones presupuestales por un término definido.",8/26/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/3/2020,Retirado por el Autor - Gaceta: 633/20,Art 155 Ley 5 de 1992,"Laura Ester Fortich Sánchez, Horacio José Serpa Moncada",ppor-medio-de-la-cual-se-adoptan-medidas-tenientes-a-fortalecer-la-capacidad-institucional-y-operativa-de-la-unidad-administrativa-especial-de-aeronautica-civil-uaeac-y-se-dictan-otras-disposiciones-fortalece-la-uaeac/10331
398,Por el cual se dictan normas para la prestación de servicios personales del talento humano en el sector de la salud. [Prohíbe contratos de prestación de servicios en sector salud],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Laboral,Seguridad Social y salud,"Establece en forma expresa la prohibición de la celebración de contratos de prestación de servicios personales directos, las ordenes de prestación de servicios OPS, la intermediación y la tercerización laboral, en la vinculación del talento humano al servicio de la salud, salvo o excepto para los contratos de prestación de servicios personales, que exclusivamente tengan origen en relaciones de negocios jurídicos estrictamente comerciales, administrativos o civiles, sin que, para ese efecto probatorio, sea suficiente la sola exhibición del contrato correspondiente, conforme al principio constitucional de la primacía de la realidad sobre las formalidades.",7/21/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Franklin Del Cristo Lozano De La Ossa, César Augusto Pachón Achury, Julián Gallo Cubillos, Abel David Jaramillo Largo, Teresa De Jesús Enríquez Rosero, Armando Alberto Benedetti Villaneda, Jaime Rodríguez Contreras, Ciro Fernández Núñez, Oswaldo Arcos Benavides, Jorge Enrique Robledo Castillo, Carlos Germán Navas Talero, Jorge Alberto Gómez Gallego, Iván Cepeda Castro, Luis Fernando Velasco Cháves, Óscar Hernán Sánchez León, Rodrigo Arturo Rojas Lara, Juan Fernando Reyes Kuri, Crisanto Pisso Mazabuel, Ángel María Gaitán Pulido, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Edwing Fabián Díaz Plata, José Aulo Polo Narváez, César Augusto Ortiz Zorro, Sandra Liliana Ortiz Nova, León Fredy Muñoz Lopera, Luvi Katherine Miranda Peña, Wilmer Leal Pérez",ppor-el-cual-se-dictan-normas-para-la-prestacion-de-servicios-personales-del-talento-humano-en-el-sector-de-la-salud-prohibe-contratos-de-prestacion-de-servicios-en-sector-salud/10843
399,Por la cual se expide la creación del boletín de lenguas y dialectos étnicos del Congreso de la República. [Boletín de lenguas y dialectos étnicos del Congreso],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Rama Legislativa,Minorías étnicas y sexuales,Crear un boletín de lenguas y dialectos étnicos del Congreso de la República.,9/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Israel Alberto Zúñiga Iriarte,ppor-la-cual-se-expide-la-creacion-del-boletin-de-lenguas-y-dialectos-etnicos-del-congreso-de-la-republica-boletin-de-lenguas-y-dialectos-etnicos-del-congreso/11611
400,"Por medio del cual se modifica el Decreto 596 de 2021 y se adicionan otras disposiciones para los acuerdos de recuperación, saneamiento de la cartera agropecuaria, las medidas de alivio especial a deudores del Fondo de solidaridad agropecuario y del Programa nacional de reactivación agropecuaria y otros tipos de deudores del sector agrario. [Saneamiento de la cartera agropecuaria]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Economía,Agropecuario y agrícola,"El presente proyecto de ley tiene por objeto favorecer las condiciones de acceso a los beneficios de condonación de intereses corriente y de mora, quitas de capital, así como otros conceptos dados en la Ley 2071 de 2020 y Decreto Reglamentario 596 de 2021 en materia de financiamiento para la reactivación del sector agropecuario de carteras en condiciones FINAGRO con garantías FAG pagadas y no pagadas como también carteras con garantía reales de deudas castigadas, vencidas y no vencidas.",7/27/2021,Radicado - Gaceta: S/N,Sin anotaciones,11/2/2021,Archivado en Debate - Gaceta: S/N,Art 157 Ley 5 de 1992,"Jorge Eliécer Guevara, Jorge Enrique Robledo Castillo, Jorge Eduardo Londoño Ulloa, Ángela María Robledo Gómez, Wilson Neber Arias Castillo, Iván Leonidas Name Vásquez, Jesús Alberto Castilla Salazar, César Augusto Ortiz Zorro, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Wilmer Leal Pérez, Carlos Alberto Sergio Carreño Marín, César Augusto Pachón Achury, Luis Alberto Albán Urbano, Feliciano Valencia Medina, León Fredy Muñoz Lopera, Jorge Alberto Gómez Gallego, Pablo Catatumbo Torres Victoria, Victoria Sandino Simanca Herrera, Julián Gallo Cubillos, Sandra Ramírez Lobo Silva, Omar De Jesús Olmedo Restrepo Correa, Antonio Eresmid Sanguino Páez, José Aulo Polo Narváez, Edwing Fabián Díaz Plata, Jairo Reinaldo Cala Suárez, Abel David Jaramillo Largo",ppor-medio-del-cual-se-modifica-el-decreto-596-de-2021-y-se-adicionan-otras-disposiciones-para-los-acuerdos-de-recuperacion-saneamiento-de-la-cartera-agropecuaria-las-medidas-de-alivio-especial-a-deudores-del-fondo-de-solidaridad-agropecuario-y-del-programa-nacional-de-reactivacion-agropecuaria-y-otros-tipos-de-deudores-del-sector-agrario-saneamiento-de-la-cartera-agropecuaria/12123
401,Por la cual se modifica el artículo 48 de la Ley 1551 de 2012 y se dictan otras disposiciones. [Bienes municipales],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Ordenamiento Territorial y regiones,Administración pública,"La presente Ley tiene por objeto modificar el artículo 48 de la Ley 1551 de 2012 y establecer el procedimiento para que los municipios acrediten la posesión de los bienes y su destinación al uso público o a la prestación de un servicio público, para lo dispuesto en el inciso 7º del artículo 48 de la Ley 1551 de 2012 y demás disposiciones que lo modifiquen o adicionen.",8/27/2019,Radicado - Gaceta: S/N,Sin anotaciones,8/10/2021,Sancionado como Ley - Gaceta: 1799/21,Ley 2140 de 2021,Luis Fernando Velasco Cháves,ppor-la-cual-se-modifica-el-articulo-48-de-la-ley-1551-de-2012-y-se-dictan-otras-disposiciones-bienes-municipales/10332
402,Por medio de la cual se modifica parcialmente la Ley 1620 de 2013 y se dictan otras disposiciones. [Educación cívica],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Educación, cultura, ciencia y tecnología",Bienestar y pobreza,"La presente iniciativa legislativa, busca fortalecer y fomentar la educación cívica y en valores en los niñas, niños y adolescentes que reciben formación académica en los niveles de preescolar, básica y media, lo anterior dentro del marco de las disposiciones normativas plasmadas en la Ley 1620 de 2013.",6/30/2021,Publicación - Gaceta: 898/21,Sin anotaciones,11/17/2021,Publicada Ponencia Segundo Debate - Gaceta: 1638/21,Segundo debate,"Ruby Helena Chagüí Spath, Luis Fernando Chano Gómez Betancurt, Enrique Cabrales Baquero, Milton Hugo Angulo Viveros, Diego Javier Osorio Jiménez, Esteban Quintero Cardona",ppor-medio-de-la-cual-se-modifica-parcialmente-la-ley-1620-de-2013-y-se-dictan-otras-disposiciones-educacion-civica/11868
403,"Por medio de la cual se eliminan la libertad condicional, redenciones y demás beneficios judiciales o administrativos para quienes cometen delitos sexuales y se dictan otras disposiciones. [Elimina beneficios judiciales a violadores]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Rama Judicial,Justicia,"Crea una nueva exclusión legal para el subrogado penal de libertad condicional, al disponer que no aplica para las conductas de abuso sexual tipificadas en los delitos de los artículos 205, 207, 208 y 210 del Código Penal. Actualmente este subrogado penal está excluido  cuando las víctimas de los delitos sexuales son niños, niñas y adolescentes, dejando por fuera a las personas adultas. Asimismo, elimina la posibilidad que tienen las personas condenadas por estos mismos delitos de acceder a redenciones por actividades de trabajo, estudio, enseñanza o literarias, deportivas, artísticas y en comités de internos.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,María Del Rosario Guerra De La Espriella,ppor-medio-de-la-cual-se-eliminan-la-libertad-condicional-redenciones-y-demas-beneficios-judiciales-o-administrativos-para-quienes-cometen-delitos-sexuales-y-se-dictan-otras-disposiciones-elimina-beneficios-judiciales-a-violadores/10077
404,Por medio de la cual se dictan disposiciones sobre la familia de crianza. [Hijos de crianza],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Familia,Bienestar y pobreza,"El objeto de esta ley es definir la figura de la familia de crianza, establecer su naturaleza, determinar sus medios probatorios y reconocer derechos y obligaciones entre sus miembros.",8/27/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,José Ritter López Peña,ppor-medio-de-la-cual-se-dictan-disposiciones-sobre-la-familia-de-crianza-hijos-de-crianza/10333
405,"Por la cual se reforma la Ley 1621 de 2013, el Sistema de Depuración de Datos y Archivos de inteligencia y contrainteligencia y se dictan otras disposiciones para fortalecer el marco jurídico que permita a los organismos que llevan a cabo actividades de inteligencia y contrainteligencia cumplir con su misión constitucional y legal. [Regula el Sistema de Depuración de Datos y Archivos de inteligencia y contrainteligencia]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Administración pública,La presente ley tiene por objeto reformar el Sistema Nacional de Depuración de Datos y Archivos de Inteligencia y Contrainteligencia y fortalecer los mecanismos de control y supervisión de dichas actividades para que estas sean desarrolladas en cumplimiento de la misión constitucional y legal de los organismos que llevan a cabo las actividades de inteligencia y contrainteligencia.,7/21/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Abel David Jaramillo Largo, Feliciano Valencia Medina, Ángela María Robledo Gómez, Antonio Eresmid Sanguino Páez, León Fredy Muñoz Lopera, Jorge Eduardo Londoño Ulloa, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel, Alexánder López Maya, Jesús Alberto Castilla Salazar, Wilson Neber Arias Castillo, Iván Cepeda Castro",ppor-la-cual-se-reforma-la-ley-1621-de-2013-el-sistema-de-depuracion-de-datos-y-archivos-de-inteligencia-y-contrainteligencia-y-se-dictan-otras-disposiciones-para-fortalecer-el-marco-juridico-que-permita-a-los-organismos-que-llevan-a-cabo-actividades-de-inteligencia-y-contrainteligencia-cumplir-con-su-mision-constitucional-y-legal-regula-el-sistema-de-depuracion-de-datos-y-archivos-de-inteligencia-y-contrainteligencia/10845
