,Año,Autoridad Ambiental,NOMBRE/RAZÓN SOCIAL,PERSONA NATURAL O JURÍDICA,REPRESENTANTE LEGAL,TIPO DE AUTORIZACIÓN / ENTIDAD QUE OTORGA,No. PERMISO/ LICENCIA AMBIENTAL/ SANCIONATORIO,FECHA DE OTORGAMIENTO,VIGENCIA (meses),TIPO DE CAZA,VALOR TIPO DE CAZA,ESPECIE O GRUPO TAXONÓMICO,ORDEN,CLASE,No. INDIVIDUOS y/o MUESTRAS APROBADOS,DEPARTAMENTO,MUNICIPIO,No. CERTIFICADO SiB,ESTADO DE CONSERVACIÓN DE LA ESPECIE,ESTADO DE CONSERVACIÓN DEL HÁBITAT,PRESIÓN POR USO,COEFICIENTE BIÓTICO (Cb),NACIONALIDAD (N),GRUPO TRÓFICO (Gt),"COEFICIENTE DE VALORACIÓN 
(V)",FACTOR REGIONAL (FR),No. ESPECÍMENES O MUESTRAS (Es),UNIDAD DE Es,TARIFA MÍNIMA (TM),COSTO DE IMPLEMENTACIÓN (CI),MONTO A PAGAR (MP),RECLAMACIONES,MP DESPUÉS DE RECLAMACIÓN,RECAUDO
160,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Anisognathus lacrymosus,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
161,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Anthracothorax nigricollis,Caprimulgiformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
162,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Chlorophanes spiza,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
163,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Chlorostilbon gibsoni,Caprimulgiformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
164,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Coereba flaveola,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
165,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Elaenia parvirostris,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
166,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Geothlypis philadelphia,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
167,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Leptotila verreauxi,Columbiformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
168,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Margarornis squamiger,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
169,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Myiarchus tuberculifer,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
170,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Myioborus ornatus,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
171,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Scytalopus unicolor,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
172,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Setophaga  petechia,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
173,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Spinus psaltria,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
174,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Sporophila minuta,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
175,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Sporophila nigricollis,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
176,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Synallaxis azarae,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
177,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Synallaxis brachyura,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
178,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Zenaida auriculata,Columbiformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
179,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Zimmerius chrysops,Passeriformes,Aves,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
180,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Anoura cultrata,Chiroptera,Mammalia,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
181,2021,CORTOLIMA,UNVERSIDAD DEL TOLIMA,Persona jurídica,Omar A. Mejía Patiño,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3758 de 2016,2016-11-16T00:00:00.000,120.0,Científica estudios ambientales,0.6,Eptesicus brasiliensis,Chiroptera,Mammalia,No registra,Tolima,"Dolores, Natagaima, Prado, Purificación, Cunday,Cunday, Venadillo, Alvarado, Piedras, Ortega, Espinal, Guamo, Armero Guayabal, Mariquita, Roncesvalles, Coello, San Luis, Prado",1634DA1EAAC -16341C01996 -6321985BD7- 164F610CBDC- 16DBB9126D7- 16321A6F91C- 16321C92741- 16364C22A54- 1632181A99C-  164959F363B - 168C4C4A6D6- 1632AA387F6-16333531EC0-16DDA3103EA- 1632182C7C6- 16DB7802E01- 16DCD0BD242-16DD0F5DCBC- 16322D9183A- 16327D11D1F- 168C39299F0- 1656C66B5F0- 165037E1612- 16A55B61419 - 16DC6B8DB7E- 169068933D2- 1694EAA952B- 16DEEB6F54B,Preocupación menor (LC),Pobremente conservado,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,903.00","$    29,530.00","$    5,233.00",No,No registra,"$    5,233.00"
